tradeId,orderId,customerID,ISIN,CUSIP,sym,side,qty,px,tradeDate,tradeTS,ccy,venue,instrType,liqBucket,desk,sourceSystem
TRD0004471,ORD0012752,,USMTAJ5CXM63,MTAJ5CXM6,PPMI,BUY,1849.0,96.6054,2025-10-21,2025-10-21 17:53:39,USD,OTC,OPTION,HIGH,FI-RATES,OMS_A
TRD0004472,ORD0007196,CLT0488,US0UWSGP4020,,LJU,BUY,3446.0,94.5181,2025-10-21,2025-10-21 15:30:58,USD,BATS,OPTION,MED,FI-RATES,OMS_A
TRD0004473,ORD0012739,CLT0221,US4W17GDNO84,4W17GDNO8,PYEH,BUY,1522.0,100.6806,2025-10-21,2025-10-21 18:45:48,EUR,TRACE,BOND,HIGH,FI-MUNI,OMS_A
TRD0004474,ORD0006705,CLT0037,USUHR0SH0G98,UHR0SH0G9,MHUM,BUY,3133.0,87.2695,2025-10-21,2025-10-21 18:03:08,USD,OTC,BOND,HIGH,FI-RATES,OMS_A
TRD0004475,ORD0010045,CLT0227,USQRP4DJBC54,QRP4DJBC5,QBSR,BUY,1748.0,97.9435,2025-10-21,2025-10-21 14:56:14,USD,TRACE,SWAP,LOW,FI-STRUCT,OMS_B
TRD0004476,ORD0010561,CLT0130,USCO19XGXO65,CO19XGXO6,GMJP,SELL,3894.0,97.395,2025-10-21,2025-10-21 15:34:47,USD,TRACE,REPO,MED,FI-STRUCT,OMS_A
TRD0004477,,CLT0042,USSZC8LROG03,SZC8LROG0,OCID,SELL,1640.0,105.0909,2025-10-21,2025-10-21 14:55:20,USD,ARCA,BOND,HIGH,FI-MUNI,OMS_B
TRD0004478,ORD0012384,CLT0023,USVR2BWBTW18,VR2BWBTW1,TXOR,SELL,1213.0,95.0093,2025-10-21,2025-10-21 17:14:39,USD,OTC,BOND,MED,FI-RATES,OMS_B
TRD0004480,ORD0013473,CLT0040,USPI4XU3HB76,PI4XU3HB7,RDKT,SELL,2069.0,99.4757,2025-10-21,2025-10-21 18:06:16,EUR,NYSE,OPTION,MED,FI-HY,OMS_A
TRD0004481,ORD0009414,CLT0001,,8OUMG9WV0,VQM,BUY,1933.0,102.8707,2025-10-21,2025-10-21 19:30:45,USD,BATS,FUTURE,HIGH,FI-HY,OMS_A
TRD0004482,ORD0003172,CLT0141,,2VMQPW2W0,LBLC,SELL,2035.0,103.1899,2025-10-21,2025-10-21 16:09:37,GBP,TRACE,BOND,MED,FI-STRUCT,OMS_B
TRD0004483,ORD0010350,CLT0143,USQQRCBAUJ27,QQRCBAUJ2,KYP,BUY,5418.0,96.3445,2025-10-21,2025-10-21 18:29:57,USD,TRACE,BOND,MED,FI-RATES,OMS_A
TRD0004484,ORD0014909,CLT0089,USSC7U0KIE84,SC7U0KIE8,WZQQ,BUY,1726.0,94.9419,2025-10-21,2025-10-21 15:26:24,EUR,TRACE,OPTION,LOW,FI-STRUCT,OMS_A
TRD0004485,ORD0006385,CLT0391,USMAY0A92F26,MAY0A92F2,FAZ,BUY,1488.0,94.5104,2025-10-21,2025-10-21 18:48:54,GBP,ARCA,BOND,MED,FI-MUNI,OMS_A
TRD0004486,ORD0017261,CLT0095,USXTNWA8NG86,XTNWA8NG8,JZWZ,BUY,2613.0,97.3573,2025-10-21,2025-10-21 15:08:16,USD,TRACE,SWAP,HIGH,FI-HY,OMS_A
TRD0004487,ORD0002582,CLT0304,USO2AGUI7Q82,O2AGUI7Q8,EYT,BUY,2398.0,103.0359,2025-10-21,2025-10-21 19:00:14,USD,TRACE,BOND,LOW,FI-MUNI,OMS_B
TRD0004488,ORD0014421,CLT0467,USRLF19LZ048,RLF19LZ04,AITW,SELL,942.0,103.7929,2025-10-21,2025-10-21 18:07:29,GBP,NYSE,BOND,MED,FI-HY,OMS_B
TRD0004489,ORD0011674,CLT0278,US0CAB0Q7B14,0CAB0Q7B1,OOJ,SELL,3306.0,,2025-10-21,2025-10-21 14:29:28,USD,TRACE,OPTION,MED,FI-MUNI,OMS_B
TRD0004490,ORD0005817,CLT0193,USYI8TJBAL24,YI8TJBAL2,KRBI,BUY,1340.0,104.3446,2025-10-21,2025-10-21 17:41:22,USD,TRACE,REPO,MED,FI-IG,OMS_A
TRD0004491,ORD0010566,CLT0173,US0JZR1AGI37,0JZR1AGI3,NAX,BUY,1103.0,101.018,2025-10-21,2025-10-21 14:43:04,GBP,OTC,OPTION,HIGH,FI-RATES,OMS_B
TRD0004492,ORD0000053,CLT0361,USCRUVUQ9323,CRUVUQ932,DGZY,SELL,973.0,103.4642,2025-10-21,2025-10-21 15:08:03,USD,TRACE,OPTION,MED,FI-RATES,OMS_B
TRD0004493,ORD0014521,CLT0248,USRQB21CSA95,RQB21CSA9,GZC,BUY,4788.0,100.9752,2025-10-21,2025-10-21 14:49:58,USD,TRACE,BOND,LOW,FI-STRUCT,OMS_B
TRD0004494,ORD0008897,CLT0099,USU13696YK67,U13696YK6,VAC,SELL,2601.0,99.1564,2025-10-21,2025-10-21 13:53:34,USD,NYSE,BOND,HIGH,FI-STRUCT,OMS_B
TRD0004495,ORD0012359,CLT0163,USRWP6MPN646,RWP6MPN64,CDZ,SELL,1597.0,101.0559,2025-10-21,2025-10-21 19:49:05,USD,OTC,FUTURE,HIGH,FI-IG,OMS_B
TRD0004496,ORD0007718,CLT0077,USIDRE3TOI32,,DHQ,BUY,1904.0,97.3749,2025-10-21,2025-10-21 17:39:23,USD,OTC,,MED,FI-IG,OMS_B
TRD0004497,ORD0013113,CLT0322,USQL352Z6T44,QL352Z6T4,BTS,BUY,1922.0,101.5553,2025-10-21,2025-10-21 18:59:10,USD,OTC,BOND,LOW,FI-HY,OMS_A
TRD0004498,ORD0019248,CLT0294,,QY7NB5651,OFN,BUY,1820.0,101.2435,2025-10-21,2025-10-21 17:39:54,USD,OTC,SWAP,LOW,FI-STRUCT,OMS_A
TRD0004499,ORD0015121,CLT0400,USYFQUE91A97,YFQUE91A9,JOC,BUY,500.0,101.6102,2025-10-21,2025-10-21 19:05:51,USD,NYSE,BOND,MED,FI-HY,OMS_A
TRD0004500,ORD0013054,CLT0094,,Y3HFW4T93,PJO,SELL,1943.0,98.553,2025-10-21,2025-10-21 19:15:08,EUR,ARCA,SWAP,HIGH,FI-MUNI,OMS_A
TRD0004501,ORD0007666,CLT0101,USOZRNQQXJ64,OZRNQQXJ6,GQEG,SELL,2266.0,104.5862,2025-10-21,2025-10-21 18:38:00,USD,OTC,REPO,MED,,OMS_B
TRD0004502,ORD0009573,CLT0184,,SS3IJ0Z41,VYZP,SELL,2720.0,103.5274,2025-10-21,2025-10-21 16:54:21,USD,OTC,SWAP,MED,FI-MUNI,OMS_A
TRD0004503,ORD0002895,CLT0359,US5WIRC8B968,5WIRC8B96,JOMS,BUY,1452.0,100.3257,2025-10-21,2025-10-21 14:59:17,USD,BATS,BOND,MED,FI-RATES,OMS_A
TRD0004504,ORD0001604,CLT0042,USIVJZUOT266,,FSM,SELL,2378.0,95.8361,2025-10-21,2025-10-21 15:38:39,USD,OTC,BOND,MED,FI-IG,OMS_A
TRD0004505,ORD0012595,CLT0254,USM8CZZWYJ35,M8CZZWYJ3,RWCG,SELL,2719.0,102.8789,2025-10-21,2025-10-21 14:12:08,USD,OTC,SWAP,HIGH,FI-HY,OMS_B
TRD0004506,ORD0004209,CLT0224,USQ7WPYULZ41,Q7WPYULZ4,KELB,SELL,1831.0,99.9976,2025-10-21,,USD,ARCA,OPTION,HIGH,FI-MUNI,OMS_A
TRD0004507,ORD0002421,CLT0005,USGXGJSDGJ74,GXGJSDGJ7,LCUS,SELL,4195.0,100.0547,2025-10-21,2025-10-21 15:03:07,USD,OTC,BOND,HIGH,FI-MUNI,OMS_A
TRD0004509,ORD0004726,CLT0203,USZMSFLLPC92,ZMSFLLPC9,EUUU,BUY,1690.0,100.2911,2025-10-21,2025-10-21 18:45:34,JPY,OTC,FUTURE,HIGH,FI-HY,OMS_A
TRD0004510,ORD0006972,CLT0381,USBLHQNM2Z59,BLHQNM2Z5,SFF,BUY,1216.0,102.0567,2025-10-21,2025-10-21 14:25:26,USD,TRACE,FUTURE,MED,FI-RATES,OMS_A
TRD0004511,ORD0009363,CLT0165,USQB6OYRPK30,QB6OYRPK3,SCY,SELL,1104.0,98.606,2025-10-21,2025-10-21 17:37:49,USD,OTC,BOND,HIGH,FI-MUNI,OMS_A
TRD0004512,ORD0017316,CLT0330,USCYX1801J58,CYX1801J5,FNPS,BUY,901.0,97.5125,2025-10-21,2025-10-21 14:03:37,USD,BATS,REPO,HIGH,FI-MUNI,OMS_B
TRD0004513,ORD0005315,CLT0166,US4WY1OLR065,4WY1OLR06,CYH,SELL,4661.0,94.2465,2025-10-21,2025-10-21 18:42:01,EUR,OTC,BOND,LOW,FI-STRUCT,OMS_B
TRD0004514,ORD0010173,CLT0077,USH9CT1Z0091,H9CT1Z009,TTE,BUY,4379.0,107.5089,2025-10-21,2025-10-21 18:32:14,USD,TRACE,SWAP,HIGH,FI-MUNI,OMS_B
TRD0004515,ORD0002895,CLT0242,US21XIYDXT72,21XIYDXT7,NMA,SELL,2256.0,95.3911,2025-10-21,2025-10-21 15:50:07,GBP,TRACE,BOND,LOW,FI-IG,OMS_A
TRD0004516,ORD0001782,,USPWOJZSAQ90,PWOJZSAQ9,XDHJ,BUY,1123.0,98.0449,2025-10-21,2025-10-21 17:50:14,USD,TRACE,BOND,HIGH,FI-HY,OMS_A
TRD0004517,ORD0004808,CLT0299,,RVE4GO845,PGCK,BUY,846.0,96.3971,2025-10-21,,USD,TRACE,BOND,MED,FI-RATES,OMS_A
TRD0004518,ORD0018694,CLT0442,,LEGZJM7V0,KJO,SELL,663.0,99.5523,2025-10-21,2025-10-21 17:46:45,USD,ARCA,BOND,HIGH,FI-RATES,OMS_A
TRD0004519,ORD0003461,CLT0355,US3TKKT59C10,,TOAR,SELL,3485.0,103.686,2025-10-21,2025-10-21 19:24:16,USD,TRACE,BOND,MED,FI-HY,OMS_A
TRD0004520,ORD0001513,CLT0147,US66G30S5856,66G30S585,KCN,BUY,2398.0,105.448,2025-10-21,2025-10-21 14:57:18,USD,TRACE,SWAP,MED,FI-IG,OMS_A
TRD0004521,ORD0013738,CLT0451,USJWUPFMDA27,JWUPFMDA2,QSF,SELL,954.0,88.7033,2025-10-21,2025-10-21 14:54:52,USD,OTC,BOND,MED,FI-MUNI,OMS_A
TRD0004522,ORD0012806,CLT0372,,OSQOQJ293,CANY,BUY,1053.0,104.5623,2025-10-21,2025-10-21 19:40:58,JPY,ARCA,BOND,MED,FI-STRUCT,OMS_A
TRD0004523,ORD0006902,CLT0113,USUUCY3XN043,UUCY3XN04,UBMS,SELL,622.0,102.3743,2025-10-21,2025-10-21 16:00:14,USD,ARCA,OPTION,LOW,FI-RATES,OMS_B
TRD0004524,ORD0016077,CLT0147,USZRR6EZH847,,AAO,BUY,964.0,100.1068,2025-10-21,2025-10-21 17:51:14,USD,OTC,FUTURE,MED,FI-MUNI,OMS_A
TRD0004525,ORD0007018,,USXH4TCKLJ95,XH4TCKLJ9,HTQN,SELL,1536.0,103.6274,2025-10-21,2025-10-21 18:03:37,EUR,BATS,,HIGH,FI-RATES,OMS_A
TRD0004526,ORD0005202,CLT0070,USDLA8MAA623,DLA8MAA62,SEN,SELL,2337.0,103.4603,2025-10-21,2025-10-21 19:10:09,USD,OTC,BOND,HIGH,FI-HY,OMS_A
TRD0004527,ORD0011350,CLT0155,US6NDH7S5002,6NDH7S500,DJR,SELL,2217.0,91.959,2025-10-21,2025-10-21 18:59:41,USD,TRACE,REPO,MED,FI-IG,OMS_A
TRD0004528,ORD0004327,CLT0297,USUHHRIQ4I47,UHHRIQ4I4,SRV,BUY,5428.0,110.3022,2025-10-21,2025-10-21 15:50:59,USD,TRACE,BOND,HIGH,FI-RATES,OMS_A
TRD0004529,ORD0007422,CLT0089,USLSKDOGM923,LSKDOGM92,RIN,BUY,2925.0,95.2305,2025-10-21,2025-10-21 16:13:43,USD,OTC,BOND,HIGH,FI-HY,OMS_A
TRD0004530,ORD0016474,CLT0073,USA7R7BGNU24,A7R7BGNU2,AFK,SELL,2677.0,104.8769,2025-10-21,2025-10-21 19:49:44,GBP,ARCA,BOND,MED,FI-STRUCT,OMS_B
TRD0004531,ORD0006631,CLT0195,USZTX0XFGR89,ZTX0XFGR8,WJLF,SELL,1927.0,94.3662,2025-10-21,,USD,OTC,BOND,MED,FI-RATES,OMS_A
TRD0004532,ORD0008262,CLT0137,,6J1HS33A4,FUL,SELL,1955.0,98.8335,2025-10-21,2025-10-21 16:58:34,GBP,TRACE,BOND,MED,FI-HY,OMS_A
TRD0004533,ORD0019544,CLT0299,USQ71531FF15,Q71531FF1,LNN,SELL,1840.0,106.6428,2025-10-21,2025-10-21 19:27:10,GBP,BATS,BOND,MED,FI-MUNI,OMS_A
TRD0004534,ORD0011664,CLT0158,USJEMPIWJV46,JEMPIWJV4,QUSW,BUY,2271.0,100.5332,2025-10-21,2025-10-21 13:58:50,USD,OTC,BOND,HIGH,FI-MUNI,OMS_A
TRD0004535,ORD0011180,CLT0247,US2ZG9XRRJ05,2ZG9XRRJ0,OZP,BUY,1462.0,102.9683,2025-10-21,2025-10-21 17:20:20,USD,OTC,OPTION,MED,FI-MUNI,OMS_A
TRD0004536,ORD0019199,CLT0167,,W035CCVX6,JIY,SELL,3544.0,99.9474,2025-10-21,2025-10-21 18:10:59,GBP,BATS,BOND,HIGH,FI-IG,OMS_A
TRD0004537,ORD0016746,CLT0244,US8A9LU7ZF67,8A9LU7ZF6,WZLJ,BUY,613.0,104.0736,2025-10-21,2025-10-21 14:47:41,USD,OTC,BOND,HIGH,FI-HY,OMS_B
TRD0004539,ORD0014463,CLT0418,,956A0LR07,CPOH,BUY,1789.0,105.074,2025-10-21,2025-10-21 18:14:31,GBP,OTC,BOND,HIGH,FI-IG,OMS_B
TRD0004540,ORD0001819,CLT0070,USUXLUCZWP64,UXLUCZWP6,HNH,BUY,1484.0,98.8788,2025-10-21,2025-10-21 13:59:19,USD,OTC,SWAP,MED,FI-IG,OMS_A
TRD0004541,ORD0019144,CLT0147,USOZHB11CQ20,OZHB11CQ2,CLM,BUY,2261.0,102.0268,2025-10-21,2025-10-21 19:27:39,USD,OTC,BOND,HIGH,FI-STRUCT,OMS_A
TRD0004542,ORD0016463,CLT0106,USDVQPF6TF26,DVQPF6TF2,IBI,SELL,777.0,95.237,2025-10-21,2025-10-21 18:23:18,EUR,OTC,FUTURE,MED,FI-HY,OMS_A
TRD0004543,ORD0011479,CLT0017,USLLIFKMHV38,LLIFKMHV3,FHM,SELL,2488.0,98.5339,2025-10-21,2025-10-21 14:25:02,USD,BATS,BOND,HIGH,FI-IG,OMS_B
TRD0004544,ORD0007147,CLT0199,USB2QRP5KV96,B2QRP5KV9,CVG,SELL,2081.0,106.5194,2025-10-21,2025-10-21 19:12:40,USD,ARCA,BOND,MED,FI-STRUCT,OMS_B
TRD0004545,ORD0012660,CLT0239,US9W93QJ5W28,9W93QJ5W2,LAQ,BUY,1735.0,116.5875,2025-10-21,2025-10-21 14:41:23,USD,TRACE,,HIGH,FI-HY,OMS_A
TRD0004546,ORD0019510,CLT0078,USXEDA9ZBT76,XEDA9ZBT7,TXBB,BUY,1711.0,98.5022,2025-10-21,2025-10-21 13:44:00,USD,NYSE,BOND,LOW,FI-HY,OMS_B
TRD0004547,ORD0009674,CLT0016,USLU5ST9FG42,LU5ST9FG4,YEO,SELL,2558.0,98.1905,2025-10-21,2025-10-21 18:34:00,USD,OTC,OPTION,LOW,FI-MUNI,OMS_A
TRD0004548,ORD0011226,CLT0149,USXH4TCKLJ95,XH4TCKLJ9,HTQN,SELL,1654.0,100.0989,2025-10-21,2025-10-21 15:23:21,JPY,NYSE,BOND,HIGH,FI-IG,OMS_A
TRD0004549,ORD0014953,CLT0157,US57OYUUT911,57OYUUT91,COM,SELL,859.0,101.0618,2025-10-21,2025-10-21 14:06:16,USD,OTC,BOND,,FI-HY,OMS_B
TRD0004550,ORD0004613,CLT0170,USNI4G9CBB64,NI4G9CBB6,ZPVY,BUY,1759.0,98.7023,2025-10-21,2025-10-21 15:51:41,USD,TRACE,BOND,HIGH,FI-RATES,OMS_A
TRD0004551,ORD0010079,CLT0416,US5N1WIEQH09,5N1WIEQH0,LHK,BUY,4505.0,100.7168,2025-10-21,2025-10-21 19:28:15,USD,ARCA,BOND,MED,FI-MUNI,OMS_A
TRD0004552,ORD0000402,CLT0042,US3EQP9EDP66,,PBB,BUY,2014.0,102.6128,2025-10-21,2025-10-21 18:25:09,USD,OTC,FUTURE,HIGH,FI-MUNI,OMS_A
TRD0004553,ORD0000285,,US8LEQZSPD04,8LEQZSPD0,DKUL,BUY,2436.0,103.2172,2025-10-21,2025-10-21 18:23:39,USD,TRACE,FUTURE,HIGH,FI-STRUCT,OMS_B
TRD0004554,ORD0011616,CLT0127,USVU9DCQ6720,VU9DCQ672,OKK,BUY,985.0,91.2376,2025-10-21,2025-10-21 15:23:44,USD,OTC,SWAP,HIGH,FI-HY,OMS_A
TRD0004555,ORD0013382,CLT0226,USJI1XYFRE92,JI1XYFRE9,DGG,BUY,2754.0,101.3563,2025-10-21,2025-10-21 14:48:08,USD,TRACE,BOND,HIGH,FI-RATES,OMS_B
TRD0004557,ORD0004618,CLT0217,USYAYDTED500,YAYDTED50,JDV,BUY,1488.0,100.973,2025-10-21,2025-10-21 13:53:55,USD,NYSE,BOND,MED,FI-MUNI,OMS_B
TRD0004558,ORD0007410,CLT0404,USVYDPXUEB26,VYDPXUEB2,PFA,BUY,2971.0,99.5919,2025-10-21,2025-10-21 17:34:55,USD,OTC,OPTION,HIGH,FI-HY,OMS_A
TRD0004559,ORD0008506,CLT0375,USOZTRIKOX61,OZTRIKOX6,WLE,SELL,705.0,107.6189,2025-10-21,2025-10-21 19:46:03,USD,OTC,BOND,MED,FI-STRUCT,OMS_B
TRD0004560,ORD0005361,CLT0375,USD6GR3B9B78,D6GR3B9B7,JUL,SELL,692.0,93.4167,2025-10-21,2025-10-21 19:10:53,USD,OTC,FUTURE,MED,FI-MUNI,OMS_A
TRD0004561,ORD0019811,CLT0427,USMKYXF5GP44,MKYXF5GP4,LSW,BUY,1762.0,103.3689,2025-10-21,2025-10-21 16:00:26,USD,OTC,BOND,HIGH,FI-MUNI,OMS_A
TRD0004562,ORD0003708,CLT0200,USNN5644KZ60,NN5644KZ6,ASRZ,SELL,1364.0,93.268,2025-10-21,2025-10-21 15:27:25,USD,TRACE,BOND,,FI-RATES,OMS_A
TRD0004563,,CLT0030,USM23Q0H3028,M23Q0H302,AAA,SELL,2001.0,107.7817,2025-10-21,2025-10-21 18:34:13,USD,NYSE,,MED,,OMS_A
TRD0004564,ORD0017465,CLT0070,USMTAJ5CXM63,MTAJ5CXM6,PPMI,BUY,2016.0,99.8598,2025-10-21,2025-10-21 15:39:56,USD,OTC,OPTION,HIGH,FI-RATES,OMS_B
TRD0004565,ORD0009896,CLT0271,,HFZLMA0A7,OUXI,BUY,1341.0,103.3759,2025-10-21,2025-10-21 19:12:54,USD,OTC,BOND,MED,FI-RATES,OMS_A
TRD0004566,ORD0017503,CLT0062,USVLL82YVJ98,VLL82YVJ9,EYO,BUY,1962.0,107.4607,2025-10-21,2025-10-21 17:55:59,USD,BATS,BOND,HIGH,FI-RATES,OMS_A
TRD0004567,ORD0005549,CLT0282,USXU0ST5T045,XU0ST5T04,ILRC,BUY,1579.0,98.6151,2025-10-21,2025-10-21 16:46:42,USD,BATS,BOND,,FI-HY,OMS_A
TRD0004568,ORD0006128,CLT0410,USPNT6AKZR79,,PYL,BUY,951.0,93.4743,2025-10-21,2025-10-21 15:56:01,USD,TRACE,BOND,HIGH,FI-RATES,OMS_A
TRD0004569,ORD0019348,CLT0207,US4U0H7WD510,4U0H7WD51,PZHX,SELL,832.0,100.2255,2025-10-21,2025-10-21 18:36:44,USD,TRACE,SWAP,HIGH,FI-HY,OMS_B
TRD0004570,ORD0000097,CLT0496,USIA8RQKAX72,IA8RQKAX7,KQIC,SELL,4426.0,99.4013,2025-10-21,2025-10-21 13:36:36,USD,NYSE,SWAP,HIGH,FI-STRUCT,OMS_A
TRD0004571,ORD0001235,CLT0493,USPMWXF8KZ64,PMWXF8KZ6,VDX,SELL,2886.0,94.1472,2025-10-21,2025-10-21 17:28:34,USD,TRACE,FUTURE,HIGH,FI-HY,OMS_A
TRD0004572,ORD0007874,CLT0145,USUF2BSTHK31,,HDQZ,SELL,1428.0,108.018,2025-10-21,2025-10-21 18:16:56,USD,OTC,BOND,MED,FI-IG,OMS_B
TRD0004573,ORD0004532,CLT0080,US8WKGU8BF02,8WKGU8BF0,GLUB,SELL,1823.0,97.7483,2025-10-21,2025-10-21 16:52:05,USD,OTC,BOND,HIGH,FI-IG,OMS_B
TRD0004574,ORD0013473,CLT0044,USZJBO8U9B05,ZJBO8U9B0,HGC,SELL,3986.0,103.4026,2025-10-21,2025-10-21 17:58:58,USD,BATS,BOND,,FI-MUNI,OMS_A
TRD0004575,ORD0010542,CLT0487,USS1WBA1KG98,S1WBA1KG9,VYG,BUY,872.0,100.0228,2025-10-21,2025-10-21 19:41:54,JPY,OTC,SWAP,MED,FI-MUNI,OMS_A
TRD0004576,ORD0011601,CLT0091,USZM8L0IXE54,ZM8L0IXE5,NMI,BUY,1208.0,98.5858,2025-10-21,2025-10-21 15:24:25,USD,OTC,,LOW,FI-IG,OMS_A
TRD0004577,ORD0001242,CLT0420,US52AHEJ4866,52AHEJ486,DBSV,SELL,1727.0,101.2271,2025-10-21,2025-10-21 17:43:53,USD,BATS,BOND,HIGH,FI-MUNI,OMS_A
TRD0004578,ORD0018934,CLT0030,USLS2V2C4S30,LS2V2C4S3,XSY,SELL,3232.0,93.1871,2025-10-21,2025-10-21 18:32:21,USD,TRACE,BOND,MED,FI-IG,OMS_A
TRD0004579,ORD0019727,CLT0403,,HA15NSBM2,RHJ,BUY,1220.0,92.3609,2025-10-21,2025-10-21 13:46:33,EUR,OTC,REPO,LOW,FI-MUNI,OMS_B
TRD0004580,ORD0000674,CLT0047,USPDPT1BUJ62,PDPT1BUJ6,POWT,SEL,849.0,100.591,2025-10-21,2025-10-21 16:08:09,USD,NYSE,SWAP,HIGH,FI-IG,OMS_A
TRD0004581,ORD0003861,CLT0096,USN6UKUUK204,N6UKUUK20,CRIE,SELL,1031.0,98.4004,2025-10-21,2025-10-21 18:15:00,USD,TRACE,BOND,MED,FI-STRUCT,OMS_A
TRD0004582,ORD0000711,CLT0275,US2NJBYBEI97,2NJBYBEI9,HDEC,SELL,1734.0,101.5744,2025-10-21,2025-10-21 17:33:07,GBP,TRACE,BOND,MED,FI-IG,OMS_A
TRD0004583,ORD0019407,CLT0010,USCY9LYA3X47,CY9LYA3X4,QFOS,BUY,1620.0,101.005,2025-10-21,2025-10-21 15:46:36,USD,OTC,BOND,LOW,FI-MUNI,OMS_A
TRD0004584,ORD0013982,CLT0376,US7VJJOVE136,7VJJOVE13,USR,SELL,2570.0,103.2319,2025-10-21,2025-10-21 17:47:22,USD,TRACE,OPTION,MED,FI-HY,OMS_A
TRD0004585,ORD0015600,CLT0331,USODE7DYZI17,ODE7DYZI1,QGGP,BUY,1504.0,102.4688,2025-10-21,2025-10-21 16:54:10,USD,ARCA,BOND,HIGH,FI-MUNI,OMS_A
TRD0004586,ORD0016698,CLT0081,USOP02N3QA40,OP02N3QA4,EKR,BUY,3279.0,99.2448,2025-10-21,2025-10-21 14:35:08,USD,TRACE,FUTURE,MED,FI-IG,OMS_B
TRD0004587,ORD0002876,CLT0040,USL9VDTIIY35,L9VDTIIY3,PNL,BUY,1501.0,98.5748,2025-10-21,2025-10-21 16:02:40,USD,TRACE,BOND,LOW,FI-IG,OMS_A
TRD0004588,ORD0008127,,USHOXLXY6E28,HOXLXY6E2,IVVL,BUY,1881.0,102.3984,2025-10-21,2025-10-21 18:39:53,USD,OTC,BOND,MED,FI-STRUCT,OMS_A
TRD0004589,ORD0018113,CLT0223,US5IA639R019,5IA639R01,MHI,BUY,591.0,96.0266,2025-10-21,2025-10-21 17:34:33,USD,NYSE,REPO,HIGH,FI-HY,OMS_B
TRD0004590,ORD0010694,CLT0237,US5ABH51SE79,5ABH51SE7,FJLD,BUY,1680.0,94.2851,2025-10-21,2025-10-21 15:04:06,USD,ARCA,REPO,HIGH,FI-IG,OMS_A
TRD0004591,ORD0008926,CLT0366,US1X1DADRW07,,WDEJ,BUY,1509.0,88.619,2025-10-21,2025-10-21 19:48:14,EUR,NYSE,BOND,HIGH,FI-STRUCT,OMS_A
TRD0004592,ORD0013723,CLT0279,US6Q1CZ1QS11,6Q1CZ1QS1,BWTV,BUY,3290.0,97.3272,2025-10-21,2025-10-21 13:59:11,USD,NYSE,OPTION,MED,FI-MUNI,OMS_A
TRD0004593,ORD0012282,CLT0234,USJH18MZ4H38,,BBT,SELL,1478.0,104.8759,2025-10-21,2025-10-21 15:49:46,USD,OTC,BOND,MED,FI-MUNI,OMS_B
TRD0004594,ORD0004589,CLT0178,USCVUVAQLG24,CVUVAQLG2,BZJD,SELL,543.0,96.5138,2025-10-21,2025-10-21 18:44:01,USD,TRACE,REPO,,FI-HY,OMS_A
TRD0004595,ORD0004668,CLT0391,USMF4IGXQY95,MF4IGXQY9,HPB,BUY,1495.0,100.9981,2025-10-21,2025-10-21 17:46:56,USD,TRACE,BOND,MED,FI-HY,OMS_B
TRD0004597,ORD0008218,CLT0286,USDT0W31KK26,DT0W31KK2,PEN,BUY,1215.0,101.858,2025-10-21,2025-10-21 14:58:03,GBP,NYSE,BOND,MED,FI-MUNI,OMS_A
TRD0004598,ORD0003565,CLT0143,USXNKXR4R124,XNKXR4R12,QIO,BUY,3893.0,111.389,2025-10-21,2025-10-21 15:04:17,USD,OTC,,HIGH,FI-IG,OMS_A
TRD0004599,ORD0019185,CLT0437,US9FRREUQS01,9FRREUQS0,SOG,BUY,1838.0,97.6126,2025-10-21,,USD,BATS,BOND,LOW,FI-MUNI,OMS_A
TRD0004600,ORD0010644,CLT0367,US6G1VL0MT05,6G1VL0MT0,PHH,SELL,5312.0,99.7772,2025-10-21,2025-10-21 17:31:40,GBP,BATS,OPTION,HIGH,FI-RATES,OMS_A
TRD0004601,ORD0009731,CLT0464,USW978QKQY80,W978QKQY8,MFC,SELL,908.0,103.1591,2025-10-21,2025-10-21 14:34:50,USD,OTC,BOND,HIGH,FI-STRUCT,OMS_A
TRD0004602,ORD0017951,CLT0356,US65SHUI1Y95,,BUV,SELL,1722.0,88.0408,2025-10-21,2025-10-21 16:53:50,USD,OTC,BOND,HIGH,FI-STRUCT,OMS_B
TRD0004603,ORD0010057,CLT0399,USE0KRO6LW20,E0KRO6LW2,QTH,BUY,2934.0,101.605,2025-10-21,2025-10-21 19:36:29,USD,OTC,BOND,MED,FI-HY,OMS_A
TRD0004604,ORD0011745,CLT0150,US15ULSJZN08,15ULSJZN0,AWSR,SELL,1680.0,108.552,2025-10-21,2025-10-21 15:06:18,USD,OTC,BOND,HIGH,FI-STRUCT,OMS_B
TRD0004605,ORD0003637,CLT0148,,L13ZWQZF2,QRNJ,SELL,1299.0,98.8897,2025-10-21,2025-10-21 17:11:25,USD,NYSE,BOND,MED,FI-MUNI,OMS_A
TRD0004606,ORD0000863,CLT0421,,MAY0A92F2,FAZ,SELL,3633.0,91.2322,2025-10-21,2025-10-21 14:28:21,USD,OTC,BOND,MED,FI-MUNI,OMS_A
TRD0004607,ORD0007554,CLT0375,,5T446DJS5,KGZ,SELL,1379.0,99.2117,2025-10-21,2025-10-21 17:52:16,USD,OTC,BOND,MED,FI-HY,OMS_B
