trade_id,order_id,client_id,isin,cusip,symbol,side,quantity,price,trade_date,trade_ts,currency,venue,instrument_type,liquidity_bucket,desk,source_system,risk_tier_x,region_x,notional,symbol_pm,instrument_type_pm,risk_tier_y,region_y,risk_tier,region
TRD0004239,ORD0011048,CLT0287,USMVWGJ59084,MVWGJ5908,FZA,SELL,6483,98.5629,2025-10-21,2025-10-21T17:50:31Z,USD,OTC,BOND,HIGH,FI-HY,OMS_A,,,638983.2807,FZA,BOND,MED,,,
TRD0004240,ORD0015148,CLT0432,,5010AGXO0,HUF,SELL,1136,93.8936,2025-10-21,2025-10-21T18:57:11Z,,TRACE,SWAP,MED,FI-IG,OMS_A,,,106663.1296,,,LOW,,,
TRD0004241,ORD0000962,CLT0204,,2VESMKOF7,FPOM,SELL,1236,105.0481,2025-10-21,2025-10-21T15:13:55Z,USD,NYSE,BOND,HIGH,FI-HY,OMS_A,,,129839.4516,,,LOW,,,
TRD0004243,ORD0005308,CLT0362,USCSBVP4J437,CSBVP4J43,TNCM,SELL,1081,95.7215,2025-10-21,2025-10-21T15:16:37Z,EUR,TRACE,BOND,HIGH,FI-HY,OMS_A,,,103474.9415,TNCM,BOND,HIGH,APAC,,
TRD0004245,ORD0001254,CLT0315,USNTK20O5741,NTK20O574,ERTY,SELL,1708,96.1884,2025-10-21,2025-10-21T18:10:13Z,USD,OTC,BOND,MED,FI-HY,OMS_A,,,164289.7872,ERTY,BOND,LOW,APAC,,
TRD0004246,ORD0003951,CLT0459,US9FXSQR5K52,9FXSQR5K5,QXQ,SELL,1275,97.0197,2025-10-21,2025-10-21T17:07:51Z,EUR,ARCA,FUTURE,MED,FI-IG,OMS_A,,,123700.11750000001,QXQ,FUTURE,LOW,,,
TRD0004247,ORD0017854,CLT0055,USM1JW992873,M1JW99287,WBLJ,BUY,1928,104.1338,2025-10-21,2025-10-21T19:49:32Z,USD,OTC,BOND,LOW,FI-MUNI,OMS_A,,,200769.96639999998,WBLJ,BOND,LOW,EMEA,,
TRD0004248,ORD0010670,CLT0085,US0P0BYV9K35,,FJV,BUY,3744,96.7034,2025-10-21,2025-10-21T15:40:29Z,USD,NYSE,BOND,HIGH,FI-STRUCT,OMS_A,,,362057.5296,FJV,BOND,LOW,,,
TRD0004249,ORD0003658,CLT0022,US6N8FIFT266,6N8FIFT26,GZH,SELL,2690,92.5636,2025-10-21,2025-10-21T18:23:09Z,GBP,BATS,SWAP,LOW,,OMS_A,,,248996.08399999997,GZH,SWAP,MED,EMEA,,
TRD0004250,ORD0006900,CLT0072,US7C5TU8SH24,7C5TU8SH2,GIX,SELL,1382,110.244,2025-10-21,2025-10-21T15:59:43Z,,OTC,SWAP,HIGH,FI-RATES,OMS_B,,,152357.208,GIX,SWAP,MED,APAC,,
TRD0004251,ORD0006861,CLT0395,USE8ZUS81Z90,E8ZUS81Z9,UFG,BUY,2267,92.3668,2025-10-21,2025-10-21T15:05:06Z,USD,ARCA,FUTURE,MED,FI-IG,OMS_A,,,209395.5356,UFG,FUTURE,HIGH,LATAM,,
TRD0004253,ORD0012464,CLT0008,USEMSTNLDB56,,ZXDN,BUY,796,96.7629,2025-10-21,2025-10-21T17:32:48Z,USD,OTC,SWAP,MED,FI-RATES,OMS_A,,,77023.2684,ZXDN,SWAP,LOW,EMEA,,
TRD0004254,ORD0011329,CLT0365,USH8BNPS3R37,H8BNPS3R3,DNOP,SELL,1790,104.4343,2025-10-21,2025-10-21T16:36:35Z,EUR,BATS,OPTION,HIGH,FI-RATES,OMS_A,,,186937.397,DNOP,OPTION,MED,,,
TRD0004255,ORD0009462,CLT0289,,AU7FF74C2,OWPV,SELL,1932,98.6814,2025-10-21,2025-10-21T18:23:38Z,USD,OTC,REPO,LOW,FI-HY,OMS_A,,,190652.4648,,,MED,,,
TRD0004256,ORD0003223,CLT0489,USUCDENEF145,UCDENEF14,FVYT,BUY,2063,92.8554,2025-10-21,2025-10-21T19:09:49Z,USD,OTC,SWAP,HIGH,FI-MUNI,OMS_A,,,191560.6902,FVYT,SWAP,LOW,APAC,,
TRD0004257,ORD0000838,CLT0370,US3IEESN7060,3IEESN706,POPT,SELL,4656,96.5088,2025-10-21,2025-10-21T16:55:59Z,USD,TRACE,BOND,HIGH,FI-STRUCT,OMS_A,,,449344.9728,POPT,BOND,MED,,,
TRD0004258,ORD0019544,CLT0352,US1B6R9PI159,1B6R9PI15,IVJH,SELL,1610,98.9865,2025-10-21,2025-10-21T19:43:28Z,USD,TRACE,BOND,HIGH,FI-HY,OMS_B,,,159368.265,IVJH,BOND,LOW,EMEA,,
TRD0004259,ORD0008003,CLT0215,USGVHDNGKZ08,GVHDNGKZ0,UIH,BUY,1874,103.7652,2025-10-21,2025-10-21T15:10:21Z,USD,TRACE,SWAP,LOW,FI-HY,OMS_B,,,194455.98479999998,UIH,SWAP,HIGH,APAC,,
TRD0004260,ORD0019817,CLT0452,US7J2DLUUX82,,MCN,SELL,2194,98.0769,2025-10-21,2025-10-21T17:35:22Z,USD,TRACE,BOND,MED,FI-MUNI,OMS_A,,,215180.7186,MCN,BOND,LOW,APAC,,
TRD0004261,ORD0013004,CLT0229,USRGVQ4EEV87,RGVQ4EEV8,BKJ,SELL,4253,103.312,2025-10-21,2025-10-21T13:53:27Z,USD,OTC,BOND,HIGH,FI-IG,OMS_B,,,439385.936,BKJ,BOND,MED,,,
TRD0004262,ORD0016326,CLT0304,USHTX8IDHH43,HTX8IDHH4,WZP,SELL,2200,101.4839,2025-10-21,2025-10-21T18:28:05Z,USD,OTC,BOND,HIGH,FI-RATES,OMS_B,,,223264.58000000002,WZP,BOND,LOW,APAC,,
TRD0004263,ORD0017809,CLT0046,USPLNZ0ILG86,PLNZ0ILG8,GEF,SELL,1715,98.2841,2025-10-21,2025-10-21T17:57:25Z,USD,BATS,OPTION,HIGH,FI-MUNI,OMS_A,,,168557.2315,GEF,OPTION,LOW,EMEA,,
TRD0004264,ORD0011996,CLT0439,USUZWPTYP658,UZWPTYP65,IPNE,BUY,2432,100.6337,2025-10-21,2025-10-21T15:21:47Z,USD,OTC,BOND,LOW,FI-MUNI,OMS_B,,,244741.15840000001,IPNE,BOND,LOW,APAC,,
TRD0004265,ORD0004078,CLT0471,US6N0UIUTM40,6N0UIUTM4,SVJ,BUY,2162,95.1198,2025-10-21,2025-10-21T16:51:14Z,USD,ARCA,BOND,MED,FI-RATES,OMS_A,,,205649.00759999998,SVJ,BOND,LOW,,,
TRD0004266,ORD0006497,CLT0446,US52Y5TDD910,,HAZ,BUY,1712,104.0778,2025-10-21,2025-10-21T14:05:38Z,EUR,TRACE,SWAP,HIGH,FI-STRUCT,OMS_A,,,178181.1936,HAZ,SWAP,MED,,,
TRD0004268,ORD0001202,CLT0210,US6ZZB306I73,6ZZB306I7,VFQV,BUY,4840,96.3371,2025-10-21,2025-10-21T14:25:23Z,USD,BATS,FUTURE,MED,FI-HY,OMS_B,,,466271.564,VFQV,FUTURE,LOW,,,
TRD0004269,ORD0012958,CLT0163,USQ8IZUF1Q59,Q8IZUF1Q5,YDL,SELL,852,110.273,2025-10-21,2025-10-21T17:37:00Z,USD,OTC,REPO,MED,FI-RATES,OMS_A,,,93952.59599999999,YDL,REPO,MED,,,
TRD0004270,ORD0007299,CLT0226,USZIE3QI5X86,ZIE3QI5X8,ZFL,BUY,2150,101.9355,2025-10-21,2025-10-21T19:39:35Z,USD,OTC,FUTURE,MED,FI-HY,OMS_B,,,219161.325,ZFL,FUTURE,LOW,,,
TRD0004271,ORD0001754,CLT0457,US6J1HS33A40,6J1HS33A4,FUL,BUY,1255,102.368,2025-10-21,2025-10-21T17:12:36Z,USD,OTC,BOND,MED,FI-STRUCT,OMS_A,,,128471.84,FUL,BOND,LOW,,,
TRD0004272,ORD0016524,CLT0015,USQZ5NZBTY30,QZ5NZBTY3,MYU,SELL,3690,105.6015,2025-10-21,2025-10-21T14:29:30Z,USD,NYSE,BOND,HIGH,FI-HY,OMS_A,,,389669.53500000003,MYU,BOND,MED,,,
TRD0004273,ORD0016348,CLT0047,USY03RKAEG71,Y03RKAEG7,UWT,BUY,2342,100.2579,2025-10-21,2025-10-21T19:56:51Z,EUR,ARCA,BOND,LOW,FI-IG,OMS_A,,,234804.00180000003,UWT,BOND,LOW,,,
TRD0004274,ORD0009536,CLT0286,USGJW3I01352,GJW3I0135,ZGH,SELL,747,99.7883,2025-10-21,2025-10-21T16:11:36Z,USD,NYSE,BOND,MED,FI-STRUCT,OMS_A,,,74541.8601,ZGH,BOND,LOW,,,
TRD0004275,ORD0003127,CLT0266,USH99WXI9181,H99WXI918,KEO,SELL,1968,102.2514,2025-10-21,2025-10-21T18:35:23Z,USD,TRACE,BOND,MED,FI-MUNI,OMS_A,,,201230.7552,KEO,BOND,HIGH,APAC,,
TRD0004276,ORD0019962,CLT0496,USDXDER68O88,DXDER68O8,YZVE,SELL,3509,97.2295,2025-10-21,2025-10-21T14:49:50Z,USD,NYSE,FUTURE,HIGH,FI-RATES,OMS_A,,,341178.3155,YZVE,FUTURE,MED,,,
TRD0004277,ORD0003421,CLT0245,USYZBH4IEL37,YZBH4IEL3,CCIR,SELL,3002,108.6812,2025-10-21,2025-10-21T17:04:52Z,USD,TRACE,FUTURE,LOW,FI-STRUCT,OMS_A,,,326260.9624,CCIR,FUTURE,HIGH,,,
TRD0004279,ORD0008012,CLT0169,US4YS37M7Q76,,BUZJ,BUY,1364,97.6345,2025-10-21,2025-10-21T14:14:13Z,USD,BATS,BOND,LOW,FI-MUNI,OMS_B,,,133173.458,BUZJ,BOND,LOW,,,
TRD0004280,ORD0006632,CLT0417,US8N11SSEL76,8N11SSEL7,HNX,BUY,1864,94.1092,2025-10-21,2025-10-21T15:54:58Z,USD,TRACE,FUTURE,HIGH,FI-MUNI,OMS_B,,,175419.5488,HNX,FUTURE,LOW,APAC,,
TRD0004283,ORD0000663,CLT0161,USYAYDTED500,,JDV,BUY,1395,95.73,2025-10-21,2025-10-21T15:51:14Z,GBP,BATS,BOND,MED,FI-IG,OMS_B,,,133543.35,JDV,BOND,LOW,,,
TRD0004285,ORD0011513,CLT0246,USHTX8IDHH43,HTX8IDHH4,WZP,BUY,2942,92.0845,2025-10-21,2025-10-21T18:51:32Z,USD,NYSE,BOND,HIGH,FI-IG,OMS_A,,,270912.599,WZP,BOND,MED,LATAM,,
TRD0004286,ORD0007008,CLT0317,USJ4R07K3U30,J4R07K3U3,XED,BUY,1400,102.731,2025-10-21,2025-10-21T17:45:34Z,USD,OTC,BOND,MED,FI-MUNI,OMS_A,,,143823.4,XED,BOND,LOW,,,
TRD0004287,ORD0007645,CLT0137,US3NL4HNH005,3NL4HNH00,MWS,SELL,1724,96.1332,2025-10-21,2025-10-21T14:02:23Z,USD,OTC,BOND,MED,FI-IG,OMS_B,,,165733.6368,MWS,BOND,LOW,APAC,,
TRD0004289,ORD0000824,CLT0469,USK4XFYWSX21,K4XFYWSX2,SBTI,BUY,2268,94.6318,2025-10-21,2025-10-21T15:07:22Z,EUR,NYSE,BOND,HIGH,FI-HY,OMS_B,,,214624.9224,SBTI,BOND,LOW,EMEA,,
TRD0004290,ORD0007269,CLT0211,USME5PF4EQ00,ME5PF4EQ0,KALI,SELL,1201,97.6188,2025-10-21,2025-10-21T17:50:22Z,USD,TRACE,OPTION,MED,FI-HY,OMS_B,,,117240.1788,KALI,OPTION,LOW,,,
TRD0004291,ORD0002718,CLT0464,USULTMYINZ49,ULTMYINZ4,DNNV,SELL,1245,90.5828,2025-10-21,2025-10-21T19:34:25Z,USD,OTC,BOND,HIGH,FI-HY,OMS_B,,,112775.58600000001,DNNV,BOND,HIGH,,,
TRD0004292,ORD0000857,CLT0008,USGWW7EYST12,GWW7EYST1,WAI,BUY,2849,96.6641,2025-10-21,2025-10-21T14:48:49Z,USD,ARCA,REPO,MED,FI-STRUCT,OMS_A,,,275396.0209,WAI,REPO,LOW,EMEA,,
TRD0004293,ORD0018955,CLT0454,USL5PW4N3F98,L5PW4N3F9,ENT,SELL,927,101.7851,2025-10-21,2025-10-21T15:28:39Z,USD,OTC,SWAP,MED,FI-IG,OMS_A,,,94354.7877,ENT,SWAP,MED,EMEA,,
TRD0004294,ORD0006870,CLT0097,US8GAN4GE512,8GAN4GE51,XZSR,BUY,5190,92.0194,2025-10-21,2025-10-21T16:11:01Z,USD,NYSE,SWAP,LOW,FI-IG,OMS_A,,,477580.68600000005,XZSR,SWAP,HIGH,,,
TRD0004296,ORD0000362,CLT0420,,JNE4YXQL4,ZJFN,SELL,8355,103.7632,2025-10-21,2025-10-21T17:39:40Z,USD,TRACE,BOND,LOW,FI-RATES,OMS_A,,,866941.536,,,LOW,EMEA,,
TRD0004297,ORD0011363,CLT0143,US5QI81B4J22,5QI81B4J2,XDF,SELL,1151,101.6677,2025-10-21,2025-10-21T15:02:44Z,USD,TRACE,SWAP,LOW,FI-MUNI,OMS_A,,,117019.5227,XDF,SWAP,LOW,,,
TRD0004298,ORD0000355,CLT0156,US5IA639R019,,MHI,SELL,1617,98.5513,2025-10-21,2025-10-21T19:08:15Z,USD,OTC,REPO,HIGH,FI-RATES,OMS_B,,,159357.4521,MHI,REPO,LOW,,,
TRD0004300,ORD0005719,CLT0012,USH9UUY6F996,H9UUY6F99,KTB,BUY,2162,93.0559,2025-10-21,2025-10-21T18:20:59Z,USD,TRACE,FUTURE,MED,FI-HY,OMS_A,,,201186.8558,KTB,FUTURE,LOW,,,
TRD0004302,ORD0000720,CLT0005,USNKFCUMRS88,NKFCUMRS8,GGOT,SELL,4823,104.8512,2025-10-21,2025-10-21T17:04:15Z,JPY,OTC,OPTION,MED,FI-STRUCT,OMS_A,,,505697.3376,GGOT,OPTION,MED,LATAM,,
TRD0004303,ORD0008437,CLT0357,USLS2V2C4S30,LS2V2C4S3,XSY,SELL,3203,97.5798,2025-10-21,2025-10-21T13:57:45Z,USD,OTC,BOND,MED,FI-STRUCT,OMS_A,,,312548.0994,XSY,BOND,MED,,,
TRD0004305,ORD0002055,CLT0286,USRRCI5TQN47,RRCI5TQN4,CMSC,SELL,2682,102.2198,2025-10-21,2025-10-21T13:37:22Z,USD,TRACE,SWAP,MED,FI-MUNI,OMS_A,,,274153.5036,CMSC,SWAP,LOW,,,
TRD0004306,ORD0000937,CLT0200,USGS9WTMOY44,,RITL,BUY,3490,96.8372,2025-10-21,2025-10-21T19:42:53Z,EUR,OTC,OPTION,MED,FI-RATES,OMS_A,,,337961.828,RITL,OPTION,LOW,EMEA,,
TRD0004308,ORD0010944,CLT0314,USYWA46QJK78,,NOIM,SELL,2334,95.4864,2025-10-21,2025-10-21T14:42:23Z,GBP,OTC,SWAP,MED,FI-HY,OMS_A,,,222865.2576,NOIM,SWAP,LOW,APAC,,
TRD0004309,ORD0014141,CLT0325,US6NNFCNGK20,6NNFCNGK2,UJWS,SELL,5218,99.6585,2025-10-21,2025-10-21T19:33:32Z,USD,OTC,BOND,HIGH,FI-MUNI,OMS_A,,,520018.053,UJWS,BOND,MED,EMEA,,
TRD0004310,ORD0007740,CLT0170,USDSEXVATV39,DSEXVATV3,PHZ,BUY,2951,92.9341,2025-10-21,2025-10-21T16:26:48Z,EUR,BATS,SWAP,HIGH,FI-MUNI,OMS_B,,,274248.5291,PHZ,SWAP,HIGH,LATAM,,
TRD0004311,ORD0000761,CLT0175,US9I5E4IRL98,9I5E4IRL9,STPU,SELL,654,98.1131,2025-10-21,2025-10-21T13:34:09Z,USD,OTC,SWAP,MED,FI-RATES,OMS_A,,,64165.9674,STPU,SWAP,LOW,,,
TRD0004312,ORD0019558,CLT0414,US9IUTJUCI87,9IUTJUCI8,JLA,SELL,1805,98.4391,2025-10-21,2025-10-21T17:06:16Z,USD,BATS,BOND,HIGH,FI-RATES,OMS_A,,,177682.5755,JLA,BOND,HIGH,EMEA,,
TRD0004313,ORD0005111,CLT0308,US2WVYJ4T277,2WVYJ4T27,NCD,SELL,1195,98.985,2025-10-21,2025-10-21T15:51:02Z,USD,ARCA,BOND,MED,FI-STRUCT,OMS_B,,,118287.075,NCD,BOND,MED,,,
TRD0004314,ORD0018872,CLT0026,,FSD0K94X2,HIN,BUY,8257,94.1443,2025-10-21,2025-10-21T16:24:43Z,GBP,OTC,BOND,HIGH,FI-MUNI,,,,777349.4851,,,HIGH,,,
TRD0004315,ORD0010354,CLT0047,USMAWIW2FG08,MAWIW2FG0,BME,SELL,644,92.9272,2025-10-21,2025-10-21T19:12:30Z,USD,TRACE,BOND,HIGH,FI-HY,OMS_A,,,59845.116799999996,BME,BOND,LOW,,,
TRD0004316,ORD0012381,CLT0051,USP2TXDDT295,P2TXDDT29,ORJO,BUY,970,104.9901,2025-10-21,2025-10-21T18:20:26Z,USD,BATS,FUTURE,MED,FI-HY,OMS_A,,,101840.397,ORJO,FUTURE,LOW,EMEA,,
TRD0004318,ORD0008412,CLT0461,USPSFQ3JS478,PSFQ3JS47,NZEB,SELL,1536,97.8697,2025-10-21,2025-10-21T16:07:03Z,GBP,BATS,FUTURE,HIGH,FI-STRUCT,OMS_A,,,150327.8592,NZEB,FUTURE,HIGH,,,
TRD0004319,ORD0002721,CLT0018,US9ZV54G8H50,,VNA,SELL,746,104.0996,2025-10-21,2025-10-21T16:25:20Z,USD,ARCA,BOND,HIGH,FI-IG,OMS_A,,,77658.30159999999,VNA,BOND,HIGH,EMEA,,
TRD0004321,ORD0012177,CLT0165,US7CGMJ47R88,7CGMJ47R8,WGE,BUY,1537,101.0302,2025-10-21,2025-10-21T13:44:34Z,USD,TRACE,FUTURE,HIGH,FI-STRUCT,OMS_A,,,155283.41739999998,WGE,FUTURE,HIGH,,,
TRD0004323,ORD0017218,CLT0232,US86TDHPRU28,,CXK,SELL,1795,103.8369,2025-10-21,2025-10-21T14:58:09Z,USD,OTC,BOND,MED,FI-RATES,OMS_A,,,186387.2355,CXK,BOND,MED,,,
TRD0004324,ORD0003683,CLT0367,USPZAULM2S55,PZAULM2S5,UVET,SELL,749,101.3484,2025-10-21,2025-10-21T17:12:43Z,USD,BATS,FUTURE,MED,FI-STRUCT,OMS_B,,,75909.9516,UVET,FUTURE,MED,,,
TRD0004325,ORD0006801,CLT0186,USVI7GZ9IB54,VI7GZ9IB5,HUC,BUY,1383,100.6759,2025-10-21,2025-10-21T15:58:48Z,EUR,OTC,BOND,MED,FI-STRUCT,OMS_A,,,139234.7697,HUC,BOND,LOW,,,
TRD0004326,ORD0006945,CLT0343,USLZ4C37QB07,LZ4C37QB0,WVR,SELL,510,100.7636,2025-10-21,2025-10-21T17:19:41Z,USD,TRACE,SWAP,HIGH,FI-STRUCT,OMS_A,,,51389.436,WVR,SWAP,HIGH,EMEA,,
TRD0004328,ORD0016999,CLT0205,USEAVHLFHY40,EAVHLFHY4,WXJR,BUY,5878,100.2471,2025-10-21,2025-10-21T19:33:15Z,EUR,ARCA,BOND,HIGH,FI-RATES,OMS_A,,,589252.4538,WXJR,BOND,LOW,APAC,,
TRD0004329,ORD0007653,CLT0190,USO99024ES08,O99024ES0,QSV,BUY,1951,104.5413,2025-10-21,2025-10-21T13:52:04Z,USD,NYSE,FUTURE,HIGH,FI-RATES,OMS_B,,,203960.07630000002,QSV,FUTURE,MED,,,
TRD0004330,ORD0019598,CLT0395,USUVYTPLMU66,UVYTPLMU6,HXV,SELL,2234,97.9133,2025-10-21,2025-10-21T14:47:40Z,EUR,OTC,REPO,HIGH,FI-RATES,OMS_A,,,218738.31220000001,HXV,REPO,HIGH,LATAM,,
TRD0004334,ORD0006851,CLT0350,UST78SN3AP89,T78SN3AP8,NVFZ,BUY,1900,105.0263,2025-10-21,2025-10-21T17:51:42Z,USD,TRACE,BOND,LOW,FI-STRUCT,OMS_A,,,199549.97,NVFZ,BOND,MED,,,
TRD0004335,ORD0019449,CLT0284,USTJHAT2BA97,TJHAT2BA9,UWQT,BUY,1002,100.3807,2025-10-21,2025-10-21T17:50:54Z,JPY,TRACE,BOND,MED,FI-STRUCT,OMS_B,,,100581.4614,UWQT,BOND,LOW,,,
TRD0004337,ORD0005241,CLT0133,US1B6R9PI159,1B6R9PI15,IVJH,BUY,833,99.1693,2025-10-21,2025-10-21T14:09:56Z,USD,OTC,BOND,HIGH,FI-RATES,OMS_A,,,82608.02690000001,IVJH,BOND,LOW,,,
TRD0004338,ORD0005016,CLT0018,USK6L7YVVF52,K6L7YVVF5,HAB,SELL,3687,94.9506,2025-10-21,2025-10-21T14:37:18Z,USD,ARCA,BOND,HIGH,FI-STRUCT,OMS_A,,,350082.8622,HAB,BOND,HIGH,EMEA,,
TRD0004339,ORD0013470,CLT0455,USF71G2QJ956,F71G2QJ95,FFS,BUY,1600,109.4995,2025-10-21,2025-10-21T16:11:34Z,EUR,BATS,BOND,LOW,FI-HY,OMS_B,,,175199.19999999998,FFS,BOND,LOW,,,
TRD0004340,ORD0015460,CLT0141,USXTUNW5L581,XTUNW5L58,VYFW,SELL,1145,103.605,2025-10-21,2025-10-21T14:03:47Z,EUR,TRACE,BOND,LOW,FI-HY,OMS_A,,,118627.725,VYFW,BOND,MED,LATAM,,
TRD0004341,ORD0011971,CLT0093,USSG05KGSA53,SG05KGSA5,LVQ,SELL,766,102.6638,2025-10-21,2025-10-21T15:18:01Z,USD,ARCA,BOND,MED,FI-IG,OMS_A,,,78640.4708,LVQ,BOND,MED,,,
TRD0004342,ORD0017526,CLT0109,USBGCPAXR603,BGCPAXR60,LFMY,SELL,1292,98.245,2025-10-21,2025-10-21T18:29:06Z,USD,TRACE,BOND,MED,FI-STRUCT,OMS_A,,,126932.54000000001,LFMY,BOND,HIGH,EMEA,,
TRD0004343,ORD0006166,CLT0039,US3VHZXZ6Y13,,UEB,SELL,1095,101.2082,2025-10-21,2025-10-21T13:39:46Z,USD,OTC,REPO,HIGH,FI-HY,OMS_A,,,110822.979,UEB,REPO,LOW,,,
TRD0004345,ORD0005283,CLT0261,US4QXHM4SL81,4QXHM4SL8,AXT,SELL,1549,106.7485,2025-10-21,2025-10-21T15:59:26Z,USD,OTC,REPO,HIGH,FI-STRUCT,OMS_B,,,165353.4265,AXT,REPO,LOW,APAC,,
TRD0004346,ORD0008112,CLT0010,,8WKGU8BF0,GLUB,SELL,1871,102.1658,2025-10-21,2025-10-21T16:58:08Z,USD,OTC,BOND,HIGH,FI-IG,OMS_B,,,191152.21180000002,,,HIGH,,,
TRD0004347,ORD0003178,CLT0214,USRH4ZHMYQ39,RH4ZHMYQ3,KKG,BUY,1746,95.4561,2025-10-21,2025-10-21T18:40:06Z,USD,OTC,BOND,MED,FI-HY,OMS_B,,,166666.3506,KKG,BOND,LOW,,,
TRD0004348,ORD0010308,CLT0265,USM6K8IM6434,M6K8IM643,NRHN,SELL,615,104.1823,2025-10-21,2025-10-21T15:27:49Z,EUR,OTC,BOND,MED,FI-IG,OMS_A,,,64072.114499999996,NRHN,BOND,HIGH,,,
TRD0004349,ORD0005026,CLT0020,USJKW19DGJ44,JKW19DGJ4,WFG,BUY,1552,104.9282,2025-10-21,2025-10-21T15:35:06Z,USD,ARCA,BOND,MED,FI-MUNI,OMS_A,,,162848.5664,WFG,BOND,MED,EMEA,,
TRD0004350,ORD0008478,CLT0131,USKZ8W71L194,,RPC,BUY,1107,103.4455,2025-10-21,2025-10-21T19:28:01Z,USD,OTC,BOND,HIGH,FI-HY,OMS_B,,,114514.1685,RPC,BOND,LOW,,,
TRD0004351,ORD0019940,CLT0437,USNFK7I4DF11,NFK7I4DF1,BBWX,BUY,1277,105.4323,2025-10-21,2025-10-21T16:54:15Z,USD,OTC,BOND,MED,FI-MUNI,OMS_A,,,134637.0471,BBWX,BOND,MED,,,
TRD0004352,ORD0007944,CLT0476,USLSPVDW5Q55,LSPVDW5Q5,PTZ,SELL,4117,90.4513,2025-10-21,2025-10-21T15:59:48Z,USD,TRACE,BOND,HIGH,FI-IG,OMS_B,,,372388.00210000004,PTZ,BOND,HIGH,,,
TRD0004353,ORD0009715,CLT0224,US5ZJ8F0AA28,5ZJ8F0AA2,XMUI,SELL,1539,97.4202,2025-10-21,2025-10-21T19:28:10Z,USD,TRACE,REPO,MED,FI-HY,OMS_B,,,149929.68779999999,XMUI,REPO,HIGH,APAC,,
TRD0004355,ORD0009076,CLT0408,US569NESFQ49,569NESFQ4,MNED,BUY,3336,97.6746,2025-10-21,2025-10-21T14:56:53Z,USD,TRACE,SWAP,HIGH,FI-HY,OMS_A,,,325842.4656,MNED,SWAP,MED,,,
TRD0004356,ORD0008863,CLT0386,USEUD9QCB003,EUD9QCB00,JOCY,BUY,3370,95.9646,2025-10-21,2025-10-21T14:23:28Z,USD,TRACE,REPO,HIGH,FI-RATES,OMS_B,,,323400.702,JOCY,REPO,MED,EMEA,,
TRD0004357,ORD0009200,CLT0463,USXT1O8NVY26,XT1O8NVY2,WAP,SELL,2161,101.5187,2025-10-21,2025-10-21T15:04:08Z,USD,BATS,BOND,MED,FI-MUNI,OMS_A,,,219381.91069999998,WAP,BOND,HIGH,,,
TRD0004358,ORD0006281,CLT0228,USCT77FI5R35,CT77FI5R3,DGK,SELL,2069,104.0108,2025-10-21,2025-10-21T18:10:07Z,USD,TRACE,BOND,MED,FI-HY,OMS_A,,,215198.3452,DGK,BOND,LOW,,,
TRD0004359,ORD0004247,CLT0035,USQTXX4BMX78,QTXX4BMX7,OIZW,BUY,1476,94.5198,2025-10-21,2025-10-21T15:03:20Z,USD,TRACE,SWAP,MED,FI-IG,OMS_B,,,139511.2248,OIZW,SWAP,MED,EMEA,,
TRD0004360,ORD0011458,CLT0491,USN4LJHASW37,N4LJHASW3,LFHN,BUY,1505,103.7804,2025-10-21,2025-10-21T19:12:20Z,USD,BATS,BOND,HIGH,FI-MUNI,OMS_A,,,156189.502,LFHN,BOND,LOW,,,
TRD0004361,ORD0003084,CLT0278,USWNS2XJDD26,WNS2XJDD2,DMF,BUY,2548,101.5016,2025-10-21,2025-10-21T18:37:13Z,USD,NYSE,FUTURE,MED,FI-HY,OMS_A,,,258626.07679999998,DMF,FUTURE,LOW,,,
TRD0004362,ORD0010859,CLT0435,USFVB1QY8Z51,FVB1QY8Z5,BLW,SELL,1282,102.2502,2025-10-21,2025-10-21T14:18:43Z,USD,ARCA,BOND,HIGH,FI-MUNI,OMS_A,,,131084.7564,BLW,BOND,LOW,EMEA,,
TRD0004364,ORD0003596,CLT0330,USZ14ALOC300,Z14ALOC30,JBC,BUY,4127,97.2873,2025-10-21,2025-10-21T16:50:15Z,USD,OTC,BOND,MED,FI-RATES,OMS_B,,,401504.6871,JBC,BOND,LOW,,,
TRD0004365,ORD0007048,CLT0125,USYHA0IEJ147,YHA0IEJ14,FAD,SELL,4054,100.1614,2025-10-21,2025-10-21T17:55:39Z,USD,NYSE,BOND,LOW,FI-STRUCT,OMS_A,,,406054.31560000003,FAD,BOND,MED,,,
TRD0004366,ORD0009709,CLT0353,USUHCBOY5V06,UHCBOY5V0,RHYA,BUY,1206,105.0081,2025-10-21,2025-10-21T18:28:28Z,EUR,OTC,REPO,HIGH,FI-MUNI,OMS_A,,,126639.7686,RHYA,REPO,MED,,,
TRD0004367,ORD0013549,CLT0233,US78II8FAH94,78II8FAH9,XHS,SELL,651,103.1149,2025-10-21,2025-10-21T17:03:36Z,USD,OTC,BOND,MED,FI-STRUCT,OMS_B,,,67127.7999,XHS,BOND,MED,APAC,,
TRD0004368,ORD0012429,CLT0403,US9H0U4G5L82,9H0U4G5L8,ONEB,SELL,2391,100.962,2025-10-21,2025-10-21T19:15:06Z,USD,BATS,SWAP,HIGH,FI-HY,OMS_B,,,241400.14200000002,ONEB,SWAP,MED,,,
